,AllIndustries,AgricultureForestryFishingAndHunting,MiningQuarryingAndOilAndGasExtraction,Construction,HealthCareAndSocialAssistance,STATEFP,COUNTYFP
1109,4935,3.99,7.27,5.27,12.77,21,233
1110,12811,1.19,0.65,4.39,14.0,21,235
1111,1774,0.73,0.56,8.0,9.3,21,237
1112,12870,8.41,0.0,5.17,10.29,21,239
1113,25238,1.78,8.9,8.27,14.86,22,001
1114,8686,1.98,3.75,10.51,10.04,22,003
1115,59423,0.25,0.7,10.27,13.44,22,005
1116,9265,1.73,2.88,16.02,12.16,22,007
1117,14953,2.36,1.77,7.75,16.57,22,009
1118,14342,2.63,1.93,10.56,10.56,22,011
1119,4661,4.63,5.0,6.33,13.86,22,013
1120,54094,0.19,3.5,7.52,14.64,22,015
1121,103071,0.57,2.33,6.16,18.43,22,017
1122,89962,0.52,1.54,10.68,13.51,22,019
1123,3355,2.32,8.79,8.38,18.21,22,021
1124,3148,3.14,7.43,8.58,10.29,22,023
1125,3386,6.05,7.56,12.55,16.04,22,025
1126,5193,2.2,5.41,10.59,15.94,22,027
1127,6541,4.42,6.68,5.9,14.77,22,029
1128,10811,1.13,5.2,9.78,15.77,22,031
1129,217043,0.35,0.56,7.73,14.04,22,033
1130,1359,10.67,0.59,4.64,21.27,22,035
1131,6502,0.83,1.69,11.3,15.72,22,037
1132,11740,1.88,5.23,6.53,20.19,22,039
1133,6796,9.56,4.64,7.53,18.42,22,041
1134,7499,2.53,2.52,10.93,14.92,22,043
1135,30188,0.82,9.2,8.21,13.02,22,045
1136,12795,1.99,0.99,8.5,14.78,22,047
1137,5559,2.68,4.23,7.29,17.43,22,049
1138,210542,0.52,0.91,10.01,13.28,22,051
1139,12292,1.87,9.57,8.84,12.37,22,053
1140,119065,0.4,7.5,6.11,14.89,22,055
1141,43281,1.86,6.91,9.07,14.49,22,057
1142,5271,3.24,17.42,6.32,19.81,22,059
1143,20796,0.69,1.03,4.46,15.29,22,061
1144,63662,0.55,0.83,12.67,11.76,22,063
1145,3414,7.88,0.97,6.18,18.89,22,065
1146,9217,4.4,0.12,7.64,18.38,22,067
1147,12171,2.73,1.96,5.78,12.09,22,069
1148,181973,0.27,0.61,4.86,13.88,22,071
1149,63687,0.64,0.85,5.56,17.28,22,073
1150,9689,4.99,4.49,8.48,11.28,22,075
1151,8952,3.38,1.03,10.51,14.81,22,077
1152,54389,1.75,1.47,6.93,21.03,22,079
1153,3226,2.98,4.77,5.73,15.96,22,081
1154,7731,4.05,1.77,8.65,19.22,22,083
1155,8112,5.56,10.7,5.92,11.0,22,085
1156,18851,1.57,0.73,9.94,13.12,22,087
1157,24457,0.23,1.29,9.38,11.41,22,089
1158,3812,3.02,1.81,13.22,22.01,22,091
1159,9051,2.43,0.61,8.89,12.05,22,093
1160,18972,0.43,1.08,9.6,12.51,22,095
1161,31300,1.1,4.88,7.63,17.4,22,097
1162,22634,1.25,8.62,9.16,9.15,22,099
1163,19256,1.07,8.23,5.98,10.77,22,101
1164,117839,0.41,1.65,8.89,13.97,22,103
1165,57761,0.68,0.87,8.04,15.25,22,105
1166,1332,15.54,3.15,4.28,14.26,22,107
1167,46657,1.46,9.01,7.44,13.97,22,109
1168,8620,3.97,2.16,14.05,15.57,22,111
1169,24330,2.58,10.96,7.47,12.25,22,113
1170,16340,1.71,2.92,8.98,12.26,22,115
1171,17372,3.37,2.04,7.86,15.07,22,117
1172,14567,2.29,5.5,12.41,14.49,22,119
1173,12525,0.97,1.29,13.44,12.76,22,121
1174,3767,11.41,1.38,10.35,13.86,22,123
1175,6042,0.83,0.55,9.62,16.57,22,125
1176,5193,6.89,4.24,8.49,15.93,22,127
1177,54573,1.43,0.0,5.64,17.88,23,001
1178,29593,5.82,0.03,6.09,20.0,23,003
1179,163077,0.99,0.09,5.88,16.99,23,005
1180,14474,4.06,0.44,9.21,18.85,23,007
1181,27238,6.12,0.06,8.07,16.59,23,009
1182,59678,2.05,0.07,7.42,17.62,23,011
1183,19979,5.9,0.0,8.19,15.02,23,013
1184,16426,4.85,0.18,10.0,15.57,23,015
1185,26073,2.71,0.05,10.16,15.61,23,017
1186,72962,1.74,0.05,6.84,21.01,23,019
1187,6403,2.98,0.03,8.32,18.98,23,021
1188,18674,2.41,0.22,8.53,15.02,23,023
1189,21939,5.12,0.02,9.83,16.59,23,025
1190,18889,2.9,0.08,8.83,17.69,23,027
1191,12571,12.41,0.07,6.83,16.78,23,029
1192,107868,0.87,0.08,7.49,15.83,23,031
1193,28291,0.23,0.62,6.07,17.28,24,001
1194,292548,0.26,0.04,6.86,11.43,24,003
1195,422955,0.26,0.03,5.63,16.65,24,005
1196,46981,0.53,0.06,11.82,11.23,24,009
1197,16071,3.98,0.09,12.16,13.53,24,011
1198,87632,0.89,0.06,10.16,12.99,24,013
1199,51057,0.9,0.16,9.29,12.42,24,015
1200,80788,0.24,0.05,8.5,12.49,24,017
1201,14860,3.39,0.0,6.18,16.39,24,019
1202,134149,0.72,0.15,8.44,11.84,24,021
1203,13870,2.82,2.14,12.7,13.73,24,023
1204,130345,0.31,0.09,6.76,14.08,24,025
1205,170318,0.26,0.01,4.18,13.45,24,027
1206,9304,6.88,0.1,4.87,11.88,24,029
1207,560950,0.2,0.02,6.0,12.2,24,031
1208,483867,0.12,0.02,8.54,12.84,24,033
1209,25558,3.08,0.07,8.76,11.96,24,035
1210,55220,0.74,0.07,9.56,8.82,24,037
1211,8888,3.71,0.0,5.6,18.37,24,039
1212,17732,1.72,0.0,7.93,14.88,24,041
1213,68511,0.67,0.01,7.88,13.21,24,043
1214,48959,1.67,0.04,6.64,16.33,24,045
1215,24144,1.32,0.04,9.44,11.68,24,047
1216,280888,0.12,0.06,4.33,19.33,24,510
1217,105715,0.97,0.07,9.85,16.09,25,001
1218,64008,0.8,0.19,6.58,17.11,25,003
1219,284670,0.6,0.02,7.62,17.62,25,005
1220,8730,2.77,0.0,14.66,13.54,25,007
1221,408720,0.33,0.01,5.82,16.14,25,009
1222,36728,2.51,0.1,6.19,16.06,25,011
1223,217690,0.53,0.04,4.77,19.39,25,013
1224,84132,0.81,0.07,4.42,15.56,25,015
1225,888780,0.17,0.03,4.68,14.63,25,017
1226,6418,1.56,0.0,15.75,8.49,25,019
1227,376303,0.15,0.07,5.52,16.58,25,021
1228,267634,0.54,0.05,7.58,16.98,25,023
1229,441009,0.1,0.03,3.92,17.5,25,025
1230,421838,0.39,0.06,6.39,16.9,25,027
1231,3349,2.99,0.18,7.32,14.6,26,001
1232,3112,3.37,0.61,5.98,12.72,26,003
1233,55812,2.59,0.24,7.93,11.91,26,005
1234,12665,1.91,0.77,5.35,22.1,26,007
1235,10050,2.58,0.6,7.26,13.89,26,009
1236,5906,2.98,0.39,7.11,16.83,26,011
1237,2917,2.33,0.72,5.52,20.6,26,013
1238,29100,3.04,0.01,8.56,12.44,26,015
1239,47048,0.92,0.04,6.11,18.91,26,017
1240,7830,1.9,0.4,9.5,17.89,26,019
1241,71622,1.37,0.09,6.07,14.06,26,021
1242,18727,3.44,0.14,5.52,11.79,26,023
1243,60032,1.26,0.15,4.09,14.64,26,025
1244,23869,1.65,0.06,6.41,12.25,26,027
1245,12378,1.5,0.2,8.02,14.99,26,029
1246,10470,1.56,0.2,10.91,11.07,26,031
1247,15523,1.98,0.79,5.44,14.31,26,033
1248,10891,3.16,0.44,9.01,13.67,26,035
1249,38589,2.26,0.16,6.13,13.16,26,037
1250,5482,0.66,0.86,6.86,15.69,26,039
1251,15578,1.96,0.12,6.37,14.96,26,041
1252,11249,1.92,0.81,7.18,19.43,26,043
1253,53457,0.88,0.08,5.4,13.49,26,045
1254,16414,0.65,0.06,9.22,15.97,26,047
1255,172390,0.38,0.06,6.03,17.59,26,049
1256,8954,2.65,0.19,11.58,14.72,26,051
1257,5978,4.2,0.45,6.79,16.29,26,053
1258,46754,0.98,0.46,6.91,16.78,26,055
1259,16358,3.78,0.18,5.86,17.94,26,057
1260,19421,3.43,0.12,6.2,13.56,26,059
1261,15275,1.56,0.27,5.58,16.31,26,061
1262,13883,8.72,0.26,6.29,15.69,26,063
1263,143566,0.54,0.06,3.64,11.67,26,065
1264,28978,4.69,0.06,6.58,11.26,26,067
1265,9108,1.26,0.2,6.41,14.28,26,069
1266,4402,3.36,0.34,8.0,18.01,26,071
1267,33830,1.49,0.78,5.6,12.44,26,073
1268,68695,0.56,0.09,5.76,15.88,26,075
1269,133538,0.86,0.06,4.3,15.48,26,077
1270,7355,2.08,2.46,10.18,14.32,26,079
1271,335479,1.17,0.05,5.09,14.91,26,081
1272,822,1.22,0.73,9.25,16.18,26,083
1273,3881,2.68,0.13,8.06,10.74,26,085
1274,40033,1.91,0.14,9.02,12.54,26,087
1275,9850,3.33,0.26,10.12,15.15,26,089
1276,44628,2.06,0.11,5.86,14.5,26,091
1277,97775,0.4,0.08,7.15,12.99,26,093
1278,2085,4.12,0.0,5.13,18.47,26,095
1279,4519,2.01,0.93,8.25,9.76,26,097
1280,427598,0.18,0.03,5.66,14.88,26,099
1281,9518,1.21,0.74,7.97,14.86,26,101
1282,30540,0.89,2.99,6.38,17.56,26,103
1283,12825,2.6,0.51,4.9,14.02,26,105
1284,18616,2.11,0.35,6.59,14.69,26,107
1285,10898,3.61,0.15,4.7,12.93,26,109
1286,38139,0.6,0.13,7.18,15.51,26,111
1287,6322,10.69,1.06,8.57,13.73,26,113
1288,70276,1.17,0.18,6.43,15.32,26,115
1289,27378,3.4,0.13,8.47,13.36,26,117
1290,3046,3.45,0.82,8.44,15.63,26,119
1291,75858,0.95,0.04,5.46,14.55,26,121
1292,20392,3.58,0.09,8.86,13.93,26,123
1293,646682,0.19,0.05,4.26,14.32,26,125
1294,11170,10.47,0.24,7.38,10.99,26,127
1295,7599,4.0,0.55,7.95,18.65,26,129
1296,2033,5.61,0.74,7.38,17.17,26,131
1297,8934,4.44,0.65,8.03,13.86,26,133
1298,2828,4.31,0.28,7.99,10.08,26,135
1299,10833,1.2,3.13,6.65,13.98,26,137
1300,148950,1.7,0.03,5.56,13.17,26,139
1301,4678,4.06,3.23,8.47,17.36,26,141
1302,7944,1.13,0.38,8.48,12.39,26,143
1303,82783,0.93,0.1,5.24,19.04,26,145
1304,73161,0.78,0.1,7.75,14.41,26,147
1305,28156,2.92,0.17,4.62,10.31,26,149
1306,17842,8.38,0.31,7.57,13.37,26,151
1307,2985,3.65,1.47,7.37,15.61,26,153
1308,31878,1.49,0.13,8.29,15.66,26,155
1309,22922,3.85,0.18,8.61,18.91,26,157
1310,34755,4.13,0.06,7.51,13.52,26,159
1311,189559,0.47,0.05,3.05,16.22,26,161
1312,744194,0.24,0.08,4.11,15.53,26,163
1313,14011,2.1,0.34,5.66,11.55,26,165
1314,6272,2.36,0.7,10.0,18.93,27,001
1315,191712,0.38,0.1,7.13,15.04,27,003
1316,16304,4.48,0.21,9.43,17.11,27,005
1317,21064,2.01,0.24,8.27,20.26,27,007
1318,21302,2.09,0.06,7.97,18.4,27,009
1319,2354,12.53,1.23,5.9,20.09,27,011
1320,38033,2.34,0.09,5.87,18.18,27,013
1321,13695,7.74,0.12,6.13,14.21,27,015
1322,16825,1.15,0.23,7.11,19.85,27,017
1323,56939,1.02,0.06,6.06,12.97,27,019
1324,12654,2.62,0.17,10.73,16.59,27,021
1325,6012,7.52,0.12,7.05,19.63,27,023
1326,29175,0.96,0.15,11.3,16.85,27,025
1327,34306,1.89,0.25,7.76,17.17,27,027
1328,3871,5.19,0.13,13.38,16.25,27,029
1329,2634,3.76,0.08,8.47,10.71,27,031
1330,5283,11.13,0.32,7.87,16.17,27,033
1331,30841,1.14,0.21,8.86,16.8,27,035
1332,233358,0.52,0.06,4.88,13.65,27,037
1333,11378,5.73,0.21,7.15,25.26,27,039
1334,19398,2.29,0.08,7.38,16.98,27,041
1335,7016,10.62,0.0,7.53,13.11,27,043
1336,10758,8.43,0.22,9.29,22.97,27,045
1337,15095,4.69,0.09,6.89,17.69,27,047
1338,24227,4.97,0.07,7.21,17.7,27,049
1339,2940,9.08,0.1,8.61,17.69,27,051
1340,696128,0.41,0.04,3.84,14.63,27,053
1341,10246,5.08,0.07,10.07,20.49,27,055
1342,9495,4.59,0.18,9.71,16.64,27,057
1343,20397,1.19,0.24,12.46,15.98,27,059
1344,19911,1.84,2.05,9.3,19.79,27,061
1345,5251,10.23,0.1,8.47,13.08,27,063
1346,7836,3.24,0.18,10.87,18.2,27,065
1347,21982,4.97,0.14,7.43,19.68,27,067
1348,2232,14.07,0.09,5.73,13.53,27,069
1349,5889,3.6,0.0,7.34,14.65,27,071
1350,3356,12.72,0.24,6.76,18.86,27,073
1351,4814,1.43,5.05,7.71,15.25,27,075
1352,1931,2.9,0.0,5.9,9.37,27,077
1353,15086,3.37,0.57,10.32,14.44,27,079
1354,2786,11.16,0.36,8.65,15.04,27,081
1355,13437,7.03,0.06,6.27,14.57,27,083
1356,19062,2.46,0.08,7.04,15.47,27,085
1357,2140,7.94,0.09,7.85,15.51,27,087
1358,4827,13.36,0.1,9.01,13.49,27,089
1359,9910,10.47,0.11,5.51,17.6,27,091
1360,11603,5.71,0.2,9.44,16.28,27,093
1361,12223,1.5,0.17,11.99,15.57,27,095
1362,16637,6.36,0.16,8.43,17.44,27,097
1363,19254,4.74,0.02,6.32,18.71,27,099
1364,4202,12.14,0.05,7.92,15.49,27,101
1365,19230,3.3,0.14,5.56,16.25,27,103
1366,10744,7.98,0.07,6.28,11.8,27,105
1367,3164,14.32,0.06,7.08,15.2,27,107
1368,83119,1.51,0.0,4.32,38.15,27,109
1369,28566,4.46,0.14,8.79,18.73,27,111
1370,7591,3.56,0.26,4.52,12.42,27,113
1371,12812,3.5,0.26,10.46,14.46,27,115
1372,4302,11.65,0.26,8.69,16.09,27,117
1373,15705,6.88,0.38,6.93,17.26,27,119
1374,5661,7.15,0.02,6.92,17.17,27,121
1375,283280,0.34,0.03,3.92,16.39,27,123
1376,1992,7.48,0.05,6.88,12.15,27,125
1377,7519,11.45,0.05,7.55,16.66,27,127
1378,7189,12.56,0.08,7.51,15.98,27,129
1379,34116,3.11,0.03,7.73,13.23,27,131
1380,4801,8.64,0.15,6.83,18.56,27,133
1381,8302,5.32,0.11,4.63,11.67,27,135
1382,98711,0.81,2.17,6.53,20.49,27,137
1383,80840,0.81,0.43,7.21,13.66,27,139
1384,51457,0.95,0.28,9.85,14.07,27,141
1385,7935,8.48,0.33,9.01,14.05,27,143
1386,86326,3.16,0.23,7.04,16.87,27,145
1387,18914,3.97,0.14,6.04,12.83,27,147
1388,5383,13.02,0.06,7.32,15.12,27,149
1389,4766,12.06,0.29,5.35,17.35,27,151
1390,11089,7.88,0.26,7.67,16.48,27,153
1391,1712,17.29,0.58,6.37,18.75,27,155
1392,11274,6.76,0.27,7.56,23.77,27,157
1393,5998,6.75,0.3,7.42,17.77,27,159
1394,9317,5.18,0.06,7.96,16.45,27,161
1395,137499,0.58,0.06,5.26,14.92,27,163
1396,5550,8.25,0.04,10.67,13.59,27,165
1397,3256,11.27,0.03,6.51,14.9,27,167
1398,28528,4.23,0.01,4.56,18.08,27,169
1399,72962,1.54,0.12,10.59,13.63,27,171
1400,4924,10.38,0.06,9.2,18.05,27,173
1401,10449,1.24,2.63,8.06,13.48,28,001
1402,15323,1.3,0.06,7.36,16.13,28,003
1403,4309,4.55,2.39,5.38,18.54,28,005
1404,6756,2.9,1.24,11.07,15.22,28,007
1405,3010,1.56,0.43,5.12,10.5,28,009
1406,10739,4.6,0.33,4.61,15.06,28,011
1407,5479,7.36,0.38,4.54,13.36,28,013
1408,3458,2.31,0.0,10.01,14.95,28,015
1409,6798,3.88,0.16,3.85,11.44,28,017
1410,3002,4.3,4.06,10.53,16.46,28,019
1411,2719,1.25,0.15,6.51,10.74,28,021
1412,6367,3.63,6.42,6.11,23.75,28,023
1413,7037,2.0,0.26,4.38,9.55,28,025
1414,8024,5.38,0.87,4.09,19.4,28,027
1415,10808,2.77,0.93,8.51,15.67,28,029
1416,7324,3.22,2.08,9.48,13.05,28,031
1417,88982,0.59,0.54,5.74,13.44,28,033
1418,32568,0.22,0.99,5.86,15.88,28,035
1419,2749,1.93,7.42,7.2,17.79,28,037
1420,8361,2.03,1.27,15.81,14.66,28,039
1421,3352,5.97,0.72,20.32,13.81,28,041
1422,8317,0.99,0.07,6.02,17.84,28,043
1423,19631,0.98,0.46,10.27,11.07,28,045
1424,84893,0.56,0.35,6.92,13.52,28,047
1425,104928,0.37,0.2,4.99,18.03,28,049
1426,5061,3.36,0.14,5.57,17.78,28,051
1427,2768,11.85,0.0,6.54,13.22,28,053
1428,315,23.49,0.0,8.89,9.21,28,055
1429,10068,0.71,0.35,7.55,14.68,28,057
1430,61808,0.63,0.45,7.26,13.27,28,059
1431,6371,3.03,2.35,10.85,17.28,28,061
1432,1957,2.25,1.74,0.41,30.91,28,063
1433,4303,5.55,1.39,6.62,18.82,28,065
1434,28482,2.41,3.0,7.43,14.76,28,067
1435,3311,2.27,0.0,8.37,14.56,28,069
1436,24997,0.78,0.16,4.58,13.8,28,071
1437,27710,1.04,1.59,6.53,17.54,28,073
1438,31092,1.07,0.54,5.46,20.67,28,075
1439,4604,3.13,5.39,7.67,16.36,28,077
1440,8510,2.87,2.63,6.42,11.9,28,079
1441,38728,0.74,0.2,4.89,16.27,28,081
1442,9306,5.85,0.55,2.53,15.52,28,083
1443,13394,3.0,2.9,7.3,18.65,28,085
1444,24392,0.95,0.16,6.54,14.52,28,087
1445,52872,0.24,0.59,4.59,18.19,28,089
1446,8517,2.9,8.84,8.67,14.65,28,091
1447,14307,0.98,0.14,8.37,13.1,28,093
1448,14104,0.86,0.62,5.41,15.39,28,095
1449,4038,2.7,0.57,7.5,12.65,28,097
1450,11463,2.83,1.07,6.05,16.99,28,099
1451,8047,3.58,1.33,7.62,15.45,28,101
1452,3969,5.85,0.0,10.23,12.45,28,103
1453,20699,1.18,0.23,3.89,10.67,28,105
1454,12728,3.39,1.02,8.26,16.08,28,107
1455,21710,1.46,2.38,10.0,13.56,28,109
1456,4600,3.37,1.09,9.91,12.2,28,111
1457,13966,2.01,2.92,6.48,14.92,28,113
1458,13307,1.2,0.08,6.49,12.41,28,115
1459,9754,0.86,0.19,5.88,14.13,28,117
1460,2296,5.01,0.26,6.1,11.85,28,119
1461,74371,0.4,0.54,7.51,17.25,28,121
1462,11243,3.2,1.23,8.66,11.05,28,123
1463,1591,11.88,0.0,2.77,15.46,28,125
1464,10756,1.51,2.29,8.93,17.31,28,127
1465,6257,5.87,2.8,7.5,14.05,28,129
1466,7886,4.24,0.0,10.33,14.85,28,131
1467,8212,6.81,0.0,3.92,15.43,28,133
1468,4340,7.35,0.78,8.13,15.9,28,135
1469,12190,1.35,0.16,8.6,14.14,28,137
1470,8914,2.67,0.45,8.39,14.31,28,139
1471,7695,0.58,0.12,7.07,11.9,28,141
1472,4267,6.73,0.0,1.48,7.57,28,143
1473,12282,1.1,0.1,4.36,11.59,28,145
1474,5288,4.97,5.2,7.94,10.5,28,147
1475,19363,1.06,0.72,8.04,12.77,28,149
1476,16375,1.93,0.36,5.79,17.33,28,151
1477,7893,5.12,5.82,6.51,10.01,28,153
1478,3902,2.0,0.36,8.15,11.64,28,155
1479,2434,0.86,4.72,10.81,15.94,28,157
1480,7109,2.36,1.84,7.33,12.98,28,159
1481,5043,1.96,0.3,9.44,11.5,28,161
1482,8876,4.42,0.64,7.01,16.0,28,163
1483,10651,2.54,0.02,6.51,15.65,29,001
1484,8417,3.27,0.26,7.18,15.75,29,003
1485,2614,9.6,0.0,6.01,13.85,29,005
1486,10920,5.84,0.21,4.71,15.56,29,007
1487,14677,5.61,0.07,8.31,10.45,29,009
1488,5135,11.59,0.41,5.49,11.78,29,011
1489,7527,8.49,0.58,12.21,13.1,29,013
1490,6710,4.22,0.15,7.03,17.0,29,015
1491,5257,2.45,0.7,13.16,16.07,29,017
1492,93541,0.93,0.09,4.99,16.82,29,019
1493,41340,0.94,0.13,6.35,15.9,29,021
1494,17421,3.05,0.45,6.26,20.14,29,023
1495,3854,3.84,0.42,8.43,13.0,29,025
1496,20346,2.16,0.24,6.31,15.1,29,027
1497,18774,1.86,0.43,9.51,12.19,29,029
1498,38028,0.85,0.71,5.9,19.14,29,031
1499,3623,11.23,0.06,8.56,17.61,29,033
1500,2463,5.4,0.85,11.53,16.36,29,035
1501,51635,0.84,0.08,9.7,12.95,29,037
1502,5164,7.2,0.0,10.17,12.53,29,039
1503,3091,9.96,0.13,9.16,12.65,29,041
1504,40970,0.97,0.24,7.54,17.83,29,043
1505,3132,7.18,0.0,7.6,12.36,29,045
1506,128142,0.54,0.16,4.83,13.69,29,047
1507,9658,1.68,0.67,9.73,15.63,29,049
1508,37598,0.87,0.14,5.2,12.87,29,051
1509,7723,3.83,0.17,9.02,17.05,29,053
1510,9530,1.51,0.99,7.63,12.46,29,055
1511,3045,10.28,0.23,8.11,14.55,29,057
1512,6255,4.2,0.0,8.41,13.37,29,059
1513,3540,5.85,0.17,10.4,11.58,29,061
1514,4387,4.33,0.21,7.04,16.5,29,063
1515,6378,4.03,1.93,5.44,21.78,29,065
1516,4984,5.98,0.2,8.11,9.77,29,067
1517,11630,6.9,0.06,4.25,20.09,29,069
1518,50296,1.72,0.04,10.03,12.62,29,071
1519,7019,2.45,0.66,7.66,15.24,29,073
1520,3027,9.38,0.4,4.76,21.41,29,075
1521,139261,0.54,0.05,5.68,15.95,29,077
1522,4413,8.14,0.0,7.57,11.1,29,079
1523,3637,6.98,0.33,9.35,18.59,29,081
1524,9038,4.08,0.24,8.61,15.59,29,083
1525,3183,6.75,0.41,12.35,13.73,29,085
1526,2017,10.86,1.54,6.15,13.73,29,087
1527,4648,5.85,0.62,6.33,17.73,29,089
1528,16431,2.81,0.58,6.5,18.28,29,091
1529,3826,3.21,4.81,8.68,20.54,29,093
1530,350241,0.29,0.09,6.69,14.76,29,095
1531,56376,0.96,0.23,5.74,13.72,29,097
1532,111769,0.42,0.21,10.3,14.33,29,099
1533,23931,2.29,0.15,5.98,14.37,29,101
1534,1563,9.85,0.96,8.32,14.65,29,103
1535,15475,2.05,0.21,3.46,12.43,29,105
1536,15503,2.61,0.12,10.95,14.96,29,107
1537,17024,4.04,0.09,5.15,14.73,29,109
1538,4372,3.13,0.23,6.13,14.8,29,111
1539,26776,1.08,0.16,11.68,11.01,29,113
1540,5612,5.83,0.16,7.41,14.2,29,115
1541,6455,4.65,0.0,5.08,16.81,29,117
1542,9381,5.05,0.0,8.55,9.63,29,119
1543,6354,3.01,0.03,10.67,11.77,29,121
1544,5005,3.44,1.26,10.07,20.38,29,123
1545,3758,4.44,0.0,11.66,13.38,29,125
1546,13038,2.67,0.28,7.33,16.5,29,127
1547,1676,22.55,0.0,4.77,6.8,29,129
1548,11415,2.79,0.0,12.74,11.16,29,131
1549,4513,10.97,0.02,4.9,13.85,29,133
1550,6944,5.33,0.0,10.79,10.57,29,135
1551,3846,4.63,0.18,6.24,15.29,29,137
1552,5105,6.11,0.31,12.01,13.18,29,139
1553,7397,4.72,0.0,8.68,11.3,29,141
1554,6745,5.83,0.03,5.99,16.43,29,143
1555,26733,2.84,0.05,7.44,14.86,29,145
1556,11072,4.34,0.28,4.28,11.98,29,147
1557,3977,7.9,0.05,4.78,15.34,29,149
1558,6968,3.7,0.03,9.01,11.74,29,151
1559,3075,6.63,0.07,11.02,14.11,29,153
1560,5898,5.99,0.05,3.51,21.24,29,155
1561,9395,3.99,1.41,6.96,15.7,29,157
1562,18681,2.35,0.15,5.36,13.68,29,159
1563,19115,0.73,0.28,4.49,15.19,29,161
1564,7332,6.94,0.57,10.05,13.57,29,163
1565,53924,0.67,0.06,5.57,12.68,29,165
1566,14345,4.56,0.23,8.11,16.42,29,167
1567,17522,1.27,0.14,5.24,12.81,29,169
1568,2060,10.1,0.63,11.17,17.43,29,171
1569,4969,3.96,0.14,9.2,14.03,29,173
1570,10370,0.87,0.0,6.35,14.93,29,175
1571,10953,3.21,0.38,7.26,16.07,29,177
1572,2601,3.42,11.34,6.5,17.22,29,179
1573,5210,3.09,0.0,6.91,21.36,29,181
1574,211627,0.49,0.08,6.53,12.31,29,183
1575,3602,6.41,0.47,9.77,17.1,29,185
1576,8870,2.21,1.94,9.88,17.61,29,186
1577,27298,0.94,0.74,7.1,18.61,29,187
1578,499482,0.34,0.12,4.52,15.76,29,189
1579,10449,6.0,0.36,7.21,16.51,29,195
1580,1891,7.77,0.95,5.24,17.56,29,197
1581,2010,17.11,0.1,9.7,15.52,29,199
1582,16745,2.8,0.15,5.03,19.43,29,201
1583,2968,9.67,1.11,9.8,10.75,29,203
1584,2905,9.29,0.65,7.4,15.56,29,205
1585,12370,5.59,0.18,7.01,17.29,29,207
1586,12358,2.3,0.72,10.81,11.06,29,209
1587,2691,12.26,0.0,4.5,12.41,29,211
1588,25289,0.79,0.15,6.22,10.4,29,213
1589,8906,7.12,0.44,7.34,17.16,29,215
1590,8861,8.4,0.3,7.64,14.61,29,217
1591,15937,1.07,0.17,11.27,11.31,29,219
1592,9080,2.19,0.68,9.11,19.11,29,221
1593,4322,5.28,1.16,6.48,17.65,29,223
1594,15538,2.68,0.25,10.48,13.64,29,225
1595,907,12.57,0.0,10.36,13.23,29,227
1596,6629,7.83,0.2,5.64,15.93,29,229
1597,155835,0.33,0.1,3.53,17.27,29,510
1598,4683,13.37,1.47,9.48,12.51,30,001
1599,4785,9.76,3.36,2.9,15.67,30,003
1600,2502,15.31,0.08,4.76,14.15,30,005
1601,2595,9.17,3.2,12.52,11.68,30,007
1602,5235,10.98,3.99,9.93,13.43,30,009
1603,641,41.81,3.9,6.55,4.52,30,011
1604,36897,2.53,0.71,6.95,17.49,30,013
1605,2569,23.67,0.51,6.42,11.72,30,015
1606,6170,7.21,1.05,7.55,17.16,30,017
1607,870,22.76,2.18,8.28,11.15,30,019
1608,4707,8.52,6.25,8.54,16.51,30,021
1609,3705,2.13,2.24,6.61,26.56,30,023
1610,1574,13.02,16.52,8.89,9.02,30,025
1611,5476,15.89,0.53,8.38,16.47,30,027
1612,48363,3.32,0.89,9.0,15.09,30,029
1613,62357,2.93,0.52,10.96,9.64,30,031
1614,550,43.45,0.0,8.91,6.0,30,033
1615,5025,7.76,2.35,6.97,14.33,30,035
1616,365,32.6,1.64,6.58,7.12,30,037
1617,1208,16.72,2.24,5.55,10.76,30,039
1618,7119,6.42,0.67,6.32,14.71,30,041
1619,5424,3.87,2.03,10.16,17.4,30,043
1620,914,34.03,0.0,9.52,5.8,30,045
1621,12444,4.78,0.6,8.08,16.77,30,047
1622,34814,1.62,0.73,5.76,14.2,30,049
1623,1154,36.31,0.0,6.5,11.96,30,051
1624,6835,7.26,0.48,11.6,14.67,30,053
1625,778,33.8,1.16,9.51,6.81,30,055
1626,4098,16.45,2.32,8.69,8.74,30,057
1627,947,30.1,0.0,8.24,9.93,30,059
1628,1565,8.05,0.0,8.43,8.88,30,061
1629,65170,2.29,0.45,6.31,15.49,30,063
1630,1841,12.33,4.94,6.95,14.45,30,065
1631,8576,6.4,3.79,11.61,10.41,30,067
1632,223,58.74,0.9,1.79,1.79,30,069
1633,1790,18.66,2.35,10.84,9.83,30,071
1634,2563,15.45,2.38,6.75,17.25,30,073
1635,877,30.22,9.69,6.04,7.75,30,075
1636,2577,16.49,0.5,12.03,14.05,30,077
1637,569,26.01,3.51,5.45,10.9,30,079
1638,18224,5.56,0.6,10.33,13.58,30,081
1639,6033,5.98,12.9,9.88,8.37,30,083
1640,3865,6.11,4.37,7.5,14.28,30,085
1641,3922,7.8,11.88,6.63,9.48,30,087
1642,4300,5.93,1.74,7.4,13.14,30,089
1643,1783,17.11,7.52,6.45,15.65,30,091
